year_sold,mo_sold,year_built,home_age,village,street,address,sqft_lot,sqft_living,sqft_mbr,sqft_garage,home_type,floorplan,floor,bedrooms,bathrooms,sale_price
2021,2,2004,18,Village  36,Arrowhead Court,113 Arrowhead Court,14914,1967,260,420,Premier,El Dorado,1,2,2,625
2020,10,2004,18,Village  36,Longspur Loop,2325 Longspur Loop,7117,1949,260,420,Premier,El Dorado,1,2,2,660
2019,11,2004,18,Village  36,Arrowhead Court,100 Arrowhead Court,10267,1854,219,438,Premier,Plumas,1,2,2,545
2019,8,2004,18,Village  36,Longspur Loop,2270 Longspur Loop,7958,1860,219,438,Premier,Plumas,1,2,2,584
2020,12,2004,18,Village  36,Swainson Lane,2449 Swainson Lane,7374,1836,219,438,Premier,Plumas,1,2,2,595
2019,6,2004,18,Village  36,Rubicon Lane,2480 Rubicon Lane,6307,1854,219,438,Premier,Plumas,1,2,2,537
2020,11,2004,18,Village 37,Lavender Hill Court,2118 Lavender Hill Court,7444,1967,260,420,Premier,El Dorado,1,2,2,585
2021,12,2002,20,Village 38,Ivy Arbor Lane,1461 Ivy Arbor Lane,5754,1449,192,420,Premier,Almanor,1,2,2,570
2020,2,2002,20,Village 38,Briarcliff Lane,1970 Briarcliff Lane,6080,1449,192,420,Premier,Almanor,1,2,2,458
2020,8,2002,20,Village 38,Stonecrest Lane,2059 Stonecrest Lane,6564,1449,192,420,Premier,Almanor,1,2,2,460
2020,9,2002,20,Village 38,Lamplight Lane,2251 Lamplight Lane,6551,1449,192,420,Premier,Almanor,1,2,2,432
2021,4,2003,19,Village 38,Bluestone Lane,2270 Bluestone Lane,5876,1449,192,420,Premier,Almanor,1,2,2,534
2019,4,2001,21,Village 38,Picket Fence Lane,1199 Picket Fence Lane,6773,1687,208,630,Premier,Baldwin,1,2,2,515
2021,4,2003,19,Village 38,Stonecrest Lane,2049 Stonecrest Lane,7153,1706,208,630,Premier,Baldwin,1,2,2,545
2020,12,2002,20,Village 38,Ivy Arbor Lane,1380 Ivy Arbor Lane,9147,1886,266,420,Premier,Fremont,1,2,2,600
2020,7,2002,20,Village 38,Stonecrest Lane,2081 Stonecrest Lane,10158,2219,266,420,Premier,Fremont,1,2,2,589
2019,1,2002,20,Village 38,Ivy Arbor Lane,1112 Ivy Arbor Ln,7383,1602,168,205,Premier,Lassen,1,2,2,443
2020,10,2002,20,Village 38,Ivy Arbor Lane,1350 Ivy Arbor Lane,8276,1626,168,205,Premier,Lassen,1,2,2,436
2019,2,2004,18,Village 38,Laurelhurst Lane,1885 Laurelhurst Lane,5706,1602,168,205,Premier,Lassen,1,2,2,453
2021,10,2003,19,Village 38,Laurelhurst Lane,1975 Laurelhurst Lane,7725,1626,168,205,Premier,Lassen,1,2,2,610
2021,3,2003,19,Village 38,Stonecrest Lane,2028 Stonecrest Lane,7450,1626,168,205,Premier,Lassen,1,2,2,519
2020,10,2003,19,Village 38,Laurelhurst Lane,2060 Laurelhurst Lane,7409,1626,168,205,Premier,Lassen,1,2,2,524
2021,5,2003,19,Village 38,Lockwood Lane,2117 Lockwood Lane,7514,1626,168,205,Premier,Lassen,1,2,2,610
2021,4,2003,19,Village 38,Springvale Lane,1814 Springvale Lane,9265,1739,194,436,Premier,Mendocino,1,2,2,610
2020,2,2003,19,Village 38,Laurehurst Lane,1875 Laurelhurst Lane,5000,1715,194,436,Premier,Mendocino,1,2,2,512
2021,8,2002,20,Village 38,Laurehurst Lane,1905 Laurehurst Lane,6142,1715,194,436,Premier,Mendocino,1,2,2,580
2020,3,2003,19,Village 38,Stonecrest Lane,2106 Stonecrest Ln,7152,1739,194,436,Premier,Mendocino,1,2,2,549
2020,11,2002,20,Village 38,Stonecrest Lane,2113 Stonecrest Lane,6255,1739,194,436,Premier,Mendocino,1,2,2,520
2020,11,2001,21,Village 38,Picket Fence Lane,1139 Picket Fence Lane,7357,1791,207,449,Premier,Tahoe,1,2,2,555
2019,11,2002,20,Village 38,Picket Fence Lane,1223 Picket Fence Lane,6782,1791,207,449,Premier,Tahoe,1,2,2,549
2021,7,2002,20,Village 38,Ivy Arbor Lane,1232 Ivy Arbor Lane,7822,1791,207,449,Premier,Tahoe,1,2,2,655
2020,5,2001,21,Village 38,Picket Fence Lane,1260 Picket Fence Lane,9395,1791,207,449,Premier,Tahoe,1,2,2,585
2021,1,2002,20,Village 38,Picket Fence Lane,1307 Picket Fence Lane,8764,1791,207,449,Premier,Tahoe,1,2,2,580
2021,6,2002,20,Village 38,Picket Fence Lane,1308 Picket Fence Lane,9108,2090,207,449,Premier,Tahoe,1,2,2,750
2021,4,2003,19,Village 38,Stonecrest Lane,2084 Stonecrest Lane,7837,2066,207,449,Premier,Tahoe,1,2,2,715
2021,1,2002,20,Village 38,Stonecrest Lane,2124 Stonecrest Lane,11761,1791,207,449,Premier,Tahoe,1,2,2,580
2020,10,2002,20,Village 38,Pebblestone Lane,2158 Pebblestone Lane,7431,2091,207,449,Premier,Tahoe,1,2,2,640
2021,12,2002,20,Village 38,Pebblestone Lane,2284 Pebblestone Lane,7065,1768,207,449,Premier,Tahoe,1,2,2,650
2020,11,2003,19,Village 38,Pebblestone Lane,2305 Pebblestone Lane,8542,1791,207,449,Premier,Tahoe,1,2,2,613
2021,5,2002,20,Village 38,Picket Fence Lane,1224 Picket Fence Lane,9021,2049,208,630,Premier,Annadel,1,3,2,780
2021,7,2003,19,Village 38,Sundial Court,140 Sundial Court,11326,2073,208,630,Premier,Annadel,1,3,2,675
2021,12,2002,20,Village 38,Picket Fence Lane,1440 Picket Fence Lane,9256,2073,208,630,Premier,Annadel,1,3,2,800
2020,8,2002,20,Village 38,Briarcliff Lane,2015 Briarcliff Lane,10672,2073,208,630,Premier,Annadel,1,3,2,695
2020,6,2002,20,Village 38,Stonecrest Lane,2068 Stonecrest Lane,17000,2073,208,630,Premier,Annadel,1,3,2,579
2019,4,2002,20,Village 39,Stone Hearth Lane,1408 Stone Hearth Lane,9121,2081,266,420,Premier,Fremont,1,2,2,675
2019,7,2002,20,Village 39,Stonehearth Lane,1409 Stonehearth Lane,8594,1813,207,449,Premier,Tahoe,1,2,2,615
2021,12,2002,20,Village 39,Gatehouse Lane,2025 Gatehouse Lane,8976,1791,207,449,Premier,Tahoe,1,2,2,650
2021,11,2002,20,Village 40,Geary Lane,672 Geary Lane,5881,1449,192,420,Premier,Almanor,1,2,2,519
2020,12,2002,20,Village 40,Crocker Lane,1685 Crocker Lane,10900,1911,266,420,Premier,Fremont,1,2,2,583
2021,7,2002,20,Village 40,Stone House Circle,2050 Stone House Circle,9421,1910,266,420,Premier,Fremont,1,2,2,730
2019,5,2002,20,Village 40,Crocker Lane,1860 Crocker Lane,6420,1626,168,205,Premier,Lassen,1,2,2,469
2021,7,2003,19,Village 40,Stone House Lane,1912 Stonehouse Lane,7658,1715,194,436,Premier,Mendocino,1,2,2,590
2021,3,2003,19,Village 40,Stone House Lane,1688 Stone House Lane,8629,1791,207,449,Premier,Tahoe,1,2,2,649
2019,6,2003,19,Village 40,Stone House Lane,1720 Stone House Lane,9395,2068,207,449,Premier,Tahoe,1,2,2,696
2020,3,2002,20,Village 40,Stone House Lane,1743 Stone House Ln,9535,2068,207,449,Premier,Tahoe,1,2,2,615
2021,5,2002,20,Village 40,Stone House Circle,2140 Stone House Circle,9335,1768,207,449,Premier,Tahoe,1,2,2,650
2021,6,2002,20,Village 40,Hopkins Lane,710 Hopkins Lane,7882,1791,207,449,Premier,Tahoe,1,2,2,605
2019,12,2006,16,Village 41,Snapdragon Lane,341 Snapdragon Lane,7653,1953,260,420,Premier,El Dorado,1,2,2,592
2019,7,2005,17,Village 41,Snapdragon Place,109 Snapdragon Place,10219,1854,219,438,Premier,Plumas,1,2,2,634
2019,12,2005,17,Village 41,Periwinkle Lane,1380 Periwinkle Lane,6734,1855,219,438,Premier,Plumas,1,2,2,541
2020,3,2003,19,Village 41,Daylily Lane,327 Daylily Ln,8058,2251,219,438,Premier,Plumas,1,2,2,645
2021,4,2005,17,Village 41,Periwinkle Lane,1416 Periwinkle Lane,7035,2390,254,436,Premier,San Mateo,1,2,2,739
2020,1,2006,16,Village 41,Snapdragon Lane,317 Snapdragon Lane,10493,2390,254,436,Premier,San Mateo,1,2,2,616
2020,8,2006,16,Village 41,Snapdragon Lane,317 Snapdragon Lane,10493,2390,254,436,Premier,San Mateo,1,2,2,620
2020,11,2005,17,Village 41,Orchid Lane,620 Orchid Lane,8529,2372,254,436,Premier,San Mateo,1,2,2,706
2021,6,2006,16,Village 41,Orchid Lane,659 Orchid Lane,7123,2390,254,436,Premier,San Mateo,1,2,2,845
2019,7,2005,17,Village 43,Overland Lane,1035 Overland Lane,8646,2128,236,438,Premier,Ventura,1,3,2,710
